x_true,y_true,vx_true,vy_true,x_est,y_est,vx_est,vy_est,sensor,nis
-13.9665,10.5989,5.1126,0.6649,-13.8648,10.5863,5.2110,0.5692,L,7.8842
-13.7107,10.6310,5.1216,0.6185,-13.6103,10.6476,5.1666,0.6261,R,2.2588
-13.4545,10.6608,5.1298,0.5736,-13.3609,10.6451,5.1529,0.5022,L,0.5219
-13.1979,10.6884,5.1374,0.5303,-13.0978,10.6713,5.1701,0.4434,R,0.1999
-12.9409,10.7138,5.1444,0.4886,-12.8419,10.7643,5.1885,0.5288,L,4.0915
-12.6836,10.7373,5.1507,0.4485,-12.5770,10.8159,5.1915,0.5490,R,1.4794
-12.4260,10.7587,5.1565,0.4100,-12.3434,10.7811,5.1434,0.3764,L,1.8478
-12.1681,10.7783,5.1618,0.3732,-12.0872,10.8181,5.1263,0.3908,R,0.7041
-11.9100,10.7961,5.1666,0.3380,-11.8397,10.8813,5.1275,0.4311,L,2.1602
-11.6516,10.8121,5.1709,0.3045,-11.5630,10.9027,5.1602,0.3932,R,2.6508
-11.3930,10.8265,5.1748,0.2728,-11.3343,10.9162,5.1184,0.3377,L,0.8230
-11.1342,10.8394,5.1784,0.2427,-11.0692,10.8520,5.1974,0.0103,R,9.4891
-10.8753,10.8509,5.1815,0.2143,-10.7775,10.8253,5.2359,-0.1091,L,2.7105
-10.6161,10.8609,5.1844,0.1877,-10.5218,10.8218,5.2229,-0.1686,R,0.1786
-10.3569,10.8697,5.1869,0.1628,-10.2890,10.8161,5.1793,-0.2311,L,1.0171
-10.0976,10.8772,5.1891,0.1396,-10.0416,10.8691,5.1104,-0.0725,R,6.6626
-9.8381,10.8837,5.1911,0.1182,-9.7806,10.9155,5.1332,-0.0219,L,2.1069
-9.5785,10.8891,5.1928,0.0986,-9.5506,10.8962,5.0810,-0.0929,R,3.9690
-9.3189,10.8936,5.1943,0.0807,-9.2895,10.9219,5.1004,-0.0766,L,0.7306
-9.0592,10.8972,5.1956,0.0646,-9.0445,10.9024,5.0684,-0.1285,R,2.6343
-8.7994,10.9001,5.1967,0.0502,-8.7796,10.9332,5.0963,-0.0948,L,1.0713
-8.5395,10.9023,5.1976,0.0377,-8.5406,10.8909,5.0569,-0.1980,R,6.3685
-8.2797,10.9039,5.1984,0.0269,-8.3750,10.8125,4.8968,-0.3694,L,5.1586
-8.0197,10.9050,5.1990,0.0180,-8.1249,10.8242,4.8917,-0.3237,R,1.5518
-7.7598,10.9057,5.1994,0.0108,-7.7885,10.8693,5.0521,-0.2358,L,5.4372
-7.4998,10.9061,5.1997,0.0054,-7.5269,10.8700,5.0467,-0.1971,R,2.1782
-7.2398,10.9063,5.1999,0.0018,-7.2508,10.8576,5.0827,-0.2233,L,0.5818
